City,Site,Long,Lat
naca,NCAP-VA-FMR1,-77.05778908,38.84058294
naca,NCAP-VA-FTW1,-77.09522577,38.81011101
naca,NCAP-VA-JDP1,-77.21866259,38.87639846
naca,NCAP-VA-JPP1,-77.04201139,38.79564575
naca,NCAP-VA-LBJ1,-77.05422013,38.88030925
naca,NCAP-VA-LEE1,-77.10881939,38.77238327
naca,NCAP-VA-LIC1,-77.14072756,38.84055146
naca,NCAP-VA-LOF1,-77.10560757,38.79505723
naca,NCAP-VA-MBL1,-77.14626639,38.92892977
naca,NCAP-VA-MCC1,-77.18547117,38.94009534
naca,NCAP-VA-MDP1,-77.17310673,38.83202433
naca,NCAP-VA-MHP1,-77.15734748,38.90061382
naca,NCAP-VA-MON1,-77.06995219,38.83371832
naca,NCAP-VA-MTV1,-77.06477472,38.77212483
naca,NCAP-VA-POT1,-77.10504628,38.91238114
naca,NCAP-VA-PRC1,-77.21178644,38.86058104
naca,NCAP-VA-RTP1,-77.19158624,38.84861809
naca,NCAP-VA-TKY1,-77.15149761,38.9646035
naca,NCAP-VA-TRI1,-77.06149986,38.89486768
naca,NCAP-VA-UPT1,-77.14190819,38.87260621
naca,NCAP-VA-WAR1,-77.10075019,38.83037511
phaz,1-01_AF14,-111.5989276,33.53752345
phaz,1-02_EME,-112.3101081,33.35256731
phaz,1-03_EMW,-112.3742971,33.30190886
phaz,1-04_J9,-112.5632046,33.70775493
phaz,1-05_MCS,-111.7188048,33.6444852
phaz,1-06_T21,-112.1377297,33.31043334
phaz,1-07_UMP,-111.606572,33.45378566
phaz,1-08_V9,-112.0507785,33.74519415
phaz,1-09_W19,-111.9998883,33.36104515
phaz,1-10_GOAT,-112.5082694,33.57163148
phaz,2-01_AF19,-111.6190291,33.35784596
phaz,2-02_E12,-112.7776164,33.623515
phaz,2-03_EMP,-112.3717439,33.3651593
phaz,2-04_I17,-112.5775377,33.44090435
phaz,2-05_MCN,-111.6947447,33.72471256
phaz,2-06_PWP,-112.0157957,33.5649291
phaz,2-07_SMW,-112.0794943,33.33972445
phaz,2-08_TONTO,-111.6108661,33.55965281
phaz,2-09_U13,-112.0832987,33.59835797
phaz,2-10_WTM,-112.4988663,33.60601533
phaz,3-01_AC16,-111.7175753,33.48034138
phaz,3-02_AVE35,-112.1333714,33.41013481
phaz,3-03_DBG,-111.9430555,33.45592194
phaz,3-04_O17,-112.3396547,33.42151668
phaz,3-05_R10,-112.2019334,33.68898214
phaz,3-06_S9,-112.1795691,33.71742595
phaz,3-07_SME,-111.9863071,33.37477295
phaz,3-08_W18,-111.9998348,33.38548786
phaz,3-09_X12,-111.9621293,33.62957326
phaz,3-10_Y10,-111.91887,33.67283261
phaz,4-01_AB20,-111.7798501,33.33583428
phaz,4-02_AE19,-111.6499857,33.38122894
phaz,4-03_R13,-112.2226973,33.59182793
phaz,4-04_RIO,-112.0759758,33.42137868
phaz,4-05_S14,-112.1708565,33.55147419
phaz,4-06_V16,-112.0496548,33.47120944
phaz,4-07_ASUW,-112.1657109,33.60780009
phaz,4-08_Z20,-111.8633615,33.34989339
phaz,4-09_AA17,-111.8055208,33.45472719
phaz,4-10_AC19,-111.7054678,33.38742007
phaz,5-01_AD18,-111.6729695,33.38796133
phaz,5-02_AB18,-111.7803727,33.41123405
phaz,5-03_R14,-112.2026619,33.54972628
phaz,5-04_Y19,-111.911368,33.37669871
phaz,5-05_T14,-112.1064217,33.54981211
phaz,5-06_S16,-112.1561427,33.46972074
phaz,5-07_TYARD,-111.9765023,33.40930416
phaz,5-08_X18,-111.9271839,33.41843128
phaz,5-09_U17,-112.070934,33.45398133
phaz,5-10_V17,-112.0323243,33.43726264
phaz2,01_T01,-111.555289,33.55147242
phaz2,02_T02,-111.5676748,33.5494861
phaz2,03_T03,-111.5804147,33.55544296
phaz2,04_T04,-111.5911561,33.54928601
phaz2,05_T05,-111.6021308,33.54747435
phaz2,06_T06,-111.6078501,33.55664617
phaz2,07_T07,-111.6196502,33.55719196
phaz2,08_T08,-111.6300455,33.55416311
phaz2,09_T09,-111.6410805,33.55034539
phaz2,10_T10,-111.6526151,33.54862556
phaz2,11_T11,-111.6627262,33.54533391
phaz2,12_T12,-111.6709277,33.53895816
phaz2,13_T13,-111.667892,33.52935993
phaz2,14_T14,-111.6749356,33.51971612
phaz2,15_T15,-111.6849177,33.51425872
phaz2,16_V01,-111.8752364,33.43673913
phaz2,17_V02,-111.8912083,33.43642695
phaz2,19_V04,-111.9164315,33.43918341
phaz2,20_V05,-111.9243358,33.42978979
phaz2,21_V06,-111.9469755,33.43543641
phaz2,22_V07,-111.958882,33.43526375
phaz2,23_N01,-111.981605,33.43080184
phaz2,24_N02,-111.9933467,33.42660461
phaz2,25_N03,-112.0068437,33.42363669
phaz2,26_V08,-112.0221879,33.41683697
phaz2,27_V09,-112.0330303,33.41694558
phaz2,28_V10,-112.0459485,33.41707182
phaz2,29_N04,-112.0578008,33.41975824
phaz2,30_V11,-112.0683959,33.42072267
phaz2,31_V12,-112.0793766,33.41980686
phaz2,32_V13,-112.0897659,33.41375438
phaz2,33_V14,-112.1005945,33.41110637
phaz2,34_N05,-112.1133108,33.41064115
phaz2,35_N06,-112.1270356,33.41084191
phaz2,36_N07,-112.1412871,33.41019753
phaz2,37_N08,-112.1523502,33.40835458
phaz2,38_N09,-112.1652477,33.40782825
phaz2,39_N10,-112.1777024,33.40080206
phaz2,40_N11,-112.1906028,33.39821674
phaz2,41_V15,-112.2235871,33.39101436
phaz2,42_V16,-112.2435679,33.38982364
phaz2,43_V17,-112.2579077,33.38965204
poor,POOR-E01-OB1,-122.6502546,45.48446412
poor,POOR-E02-OB2,-122.6641039,45.46875363
poor,POOR-E03-JCP,-122.6422807,45.46049629
poor,POOR-E04-TJP,-122.6236543,45.46286676
poor,POOR-E06-BEL,-122.5939299,45.45538397
poor,POOR-E08-WFP,-122.5756639,45.46593899
poor,POOR-E11-BTP,-122.5506244,45.47790482
poor,POOR-E12-128,-122.5307754,45.48151549
poor,POOR-E13-PB1,-122.5129709,45.48072087
poor,POOR-E15-PB3,-122.4918232,45.48323908
poor,POOR-E17-JBP,-122.4796804,45.48039405
poor,POOR-E18-SW7,-122.440207,45.49460928
poor,POOR-E19-MAP,-122.4224355,45.49155042
poor,POOR-E20-HOR,-122.4143233,45.48151783
poor,POOR-W01-GHP,-122.6838545,45.47583092
poor,POOR-W02-MNP,-122.6952345,45.49134385
poor,POOR-W03-CCP,-122.7089462,45.49777043
poor,POOR-W04-WHA,-122.719672,45.51579951
poor,POOR-W09-TBP,-122.8049976,45.54046
poor,POOR-W10-HRP,-122.8279622,45.54940795
poor,POOR-W11-TWP,-122.8459972,45.5410627
poor,POOR-W13-BLP,-122.8750026,45.55576984
poor,POOR-W14-PSF,-122.8930009,45.55740831
rony,RCNY-C01-SNP1,-77.61955846,43.21317743
rony,RCNY-C01-TPP1,-77.61454951,43.24516674
rony,RCNY-C01-TPP2,-77.61788558,43.22816263
rony,RCNY-C02-MWP1,-77.62889147,43.18198886
rony,RCNY-C02-SNP2,-77.62003595,43.20047062
rony,RCNY-L01-BBP1,-77.71420273,43.30245082
rony,RCNY-L01-RWA1,-77.71385625,43.28940323
rony,RCNY-L02- BPP1,-77.68989876,43.28222607
rony,RCNY-L03-BRP1,-77.6431893,43.25772614
rony,RCNY-L03-OBP1,-77.61100333,43.26046473
rony,RCNY-L04-DEB1,-77.57720581,43.24286326
rony,RCNY-L04-DEP1,-77.57194025,43.23334741
rony,RCNY-L04-DEP2,-77.55411684,43.23383704
rony,RCNY-S01-BSP1,-77.62354675,43.16005132
rony,RCNY-S01-GGP1,-77.60882343,43.14877275
rony,RCNY-S01-HFP1,-77.6132172,43.16298914
rony,RCNY-S01-HLP1,-77.60841853,43.12798216
rony,RCNY-S01-MHC1,-77.61675373,43.13490508
rony,RCNY-S02-GVP1,-77.63511623,43.11845581
rony,RCNY-S02-GVP2,-77.66036391,43.10940719
rony,RCNY-S03-BDP1,-77.70943513,43.07791062
rony,RCNY-S03-RIT1,-77.68547809,43.08117702
rony,RCNY-S03-RIT2,-77.66682375,43.09034774
scut,BC_02,-111.77257,40.6204
scut,BC_03,-111.76256,40.62304
scut,BC_05,-111.743836,40.623757
scut,BC_07,-111.72723,40.63565
scut,BC_08,-111.71469,40.63243
scut,BC_09,-111.70475,40.63301
scut,BC_10,-111.69379,40.62894
scut,BC_11,-111.68695,40.62135
scut,BC_12,-111.67922,40.61111
scut,BC_14,-111.68459,40.64183
scut,BC_15,-111.67318,40.6436
scut,BC_17,-111.65493,40.65142
scut,BC_18.2019,-111.6508,40.63898
scut,BC_20,-111.65656,40.62589
scut,BC_21,-111.65266,40.61243
scut,BC_24.2019,-111.6336,40.65134
scut,BC_25,-111.6285,40.6601
scut,BC_26,-111.6381,40.6663
scut,BC_26.2019,-111.6584,40.6661
scut,BC_28.2019,-111.63661,40.63269
scut,BC_30.2019,-111.61733,40.63904
scut,BC_31,-111.6045,40.63029
scut,BC_33.2019,-111.61426,40.62191
scut,BC_34,-111.62067,40.61339
scut,BC_36,-111.59193,40.61649
scut,BC_37.2019,-111.58305,40.61271
scut,BC_38.2019,-111.5694,40.60884
scut,BC_40,-111.56115,40.59362
scut,BC_40.2019,-111.59772,40.5959
scut,BC_41,-111.58485,40.59626
scut,BC_42.2019,-111.58072,40.58248
scut,Big Cottonwood Regional Park Wetlands.2019,-111.8621,40.6812
scut,Bonneville Golf Course.2019,-111.82602,40.74598
scut,CC_02,-111.87435,40.79792
scut,CC_03,-111.86766,40.80489
scut,CC_05,-111.84598,40.80946
scut,CC_06.2019,-111.83475,40.81452
scut,CC_08,-111.81475,40.81972
scut,CC_09,-111.80322,40.82426
scut,CC_10,-111.79059,40.82547
scut,CC_13,-111.7618,40.83016
scut,CC_13.2019,-111.7619,40.84031
scut,CC_14.2019,-111.7484,40.8336
scut,Creekside Park.2019,-111.84863,40.6656
scut,Crestwood Park.2019,-111.84114,40.61404
scut,DC_01,-111.83017,40.78442
scut,DC_03.2019,-111.81991,40.78883
scut,DD_01,-111.826046,40.558583
scut,DD_05.2019,-111.84956,40.56102
scut,DD_06.2019,-111.8599,40.56486
scut,DD_07.2019,-111.8706,40.5692
scut,EM_01,-111.80105,40.75114
scut,EM_02,-111.74737,40.7453
scut,EM_03,-111.7771,40.76467
scut,EM_04,-111.7537,40.7694
scut,EM_05,-111.74828,40.77681
scut,EM_08,-111.70087,40.80789
scut,General Holm Park N.2019,-111.92099,40.68912
scut,JR_02,-111.9418,40.8149
scut,JR_06.2019,-111.9362,40.7895
scut,JR_07,-111.91963,40.74972
scut,JR_08,-111.92445,40.73713
scut,JR_09,-111.9247,40.72901
scut,JR_12.2019,-111.90679,40.55569
scut,JR_13.2019,-111.91584,40.55063
scut,JRP_02,-111.91275,40.59184
scut,LC_01,-111.77578,40.5718
scut,LC_02,-111.76409,40.57186
scut,LC_07,-111.7096,40.5704
scut,LC_09.2019,-111.69088,40.57329
scut,LC_12.2019,-111.67933,40.54349
scut,LC_13,-111.67956,40.57446
scut,LC_14,-111.66931,40.57762
scut,LC_15,-111.66171,40.56954
scut,LC_16.2019,-111.65896,40.58279
scut,LC_17,-111.6474,40.57717
scut,LC_18,-111.65088,40.58828
scut,LC_20,-111.62676,40.5925
scut,LC_22.2019,-111.61378,40.57499
scut,Little Confluence.2019,-111.90869,40.66421
scut,Lost Lad.2019,-111.88379,40.81164
scut,MC_01,-111.78173,40.68947
scut,MC_02,-111.7696,40.69101
scut,MC_06,-111.7422,40.70657
scut,MC_08,-111.7202,40.6986
scut,MC_09.2019,-111.71385,40.68981
scut,MC_10,-111.709,40.6821
scut,MC_11,-111.70876,40.69664
scut,MC_12,-111.6987,40.70128
scut,MC_14,-111.68488,40.69925
scut,MC_15,-111.67468,40.69527
scut,MC_17,-111.65616,40.68827
scut,MC_18,-111.64748,40.68412
scut,MC_19,-111.63618,40.68459
scut,MC_21,-111.60749,40.68374
scut,MCBC_02,-111.7888,40.63926
scut,MCBC_03.2019,-111.76384,40.67415
scut,MCBC_04.2019,-111.75004,40.67228
scut,MCBC_05.2019,-111.78111,40.58945
scut,MCBC_09.2019,-111.71053,40.64991
scut,MCBC_10.2019,-111.70158,40.65384
scut,Mount Wire Ridgeline.2019,-111.79693,40.7713
scut,NHMU,-111.8205,40.758667
scut,Oxbow.2019,-111.9257,40.70165
scut,Parley's Point.2019,-111.80226,40.72059
scut,Parley's.Nature.Park,-111.80582,40.71001
scut,PC_01,-111.7903,40.7103
scut,PC_02.2019,-111.77692,40.72046
scut,PC_03.2019,-111.7579,40.73129
scut,PC_04,-111.73885,40.74137
scut,PC_06,-111.71935,40.72845
scut,PC_06.2019,-111.71936,40.5435
scut,PC_08.2019,-111.7083,40.7168
scut,PC_09.2019,-111.71705,40.75231
scut,PC_11,-111.70751,40.76412
scut,PC_12,-111.7166,40.77179
scut,PC_13,-111.70114,40.77914
scut,PC_14,-111.68932,40.77702
scut,PC_15,-111.6813,40.78571
scut,PC_16,-111.68009,40.79428
scut,PC_16.2019,-111.68027,40.7493
scut,PC_17,-111.67848,40.8036
scut,PC_18.2019,-111.67878,40.8122
scut,PC_20.2019,-111.6891,40.82634
scut,PC_21,-111.6982,40.8299
scut,PC_22,-111.69013,40.74483
scut,PC_23,-111.64234,40.74548
scut,PC_24,-111.62725,40.75037
scut,PC_25,-111.67104,40.73598
scut,PC_26,-111.66509,40.7288
scut,PC_27,-111.65747,40.71977
scut,PC_29,-111.64026,40.71964
scut,PC_31.2019,-111.61758,40.71482
scut,PC_33,-111.600196,40.706356
scut,RB_01,-111.81495,40.77648
scut,RB_06.2019,-111.7837,40.80763
scut,RB_08,-111.78236,40.79116
scut,RB_09,-111.77442,40.79879
scut,RB_10,-111.76513,40.80407
scut,Spring Gulch,-111.8434,40.7849
scut,Sunnyside Park.2019,-111.83939,40.75171
scut,Upper Hell Canyon,-111.8897,40.8029
scut,Wasatch Hollow,-111.8413,40.7373
scut,WF_01,-111.84082,40.6339
scut,WF_02.2019,-111.85996,40.63282
scut,WF_03.2019,-111.86188,40.6572
sewa,SEWA_N01_DSP1_AP19_OFF,-122.41942,47.6598
sewa,SEWA_N01_LTP1_AP19_OFF,-122.39368,47.65483
sewa,SEWA_N01_LWP1_AP19_OFF,-122.34397,47.66776
sewa,SEWA_N01_PGP1_AP19_OFF,-122.35731,47.55922
sewa,SEWA_N02_DRP1_AP19_OFF,-122.3603,47.64354
sewa,SEWA_N02_PHN1_AP19_OFF,-122.359,47.672
sewa,SEWA_N02_WCP1_AP19_OFF,-122.33716,47.52452
sewa,SEWA_N03_BGP1_AP19_OFF,-122.28342,47.66681
sewa,SEWA_N03_IRP1_AP19_OFF,-122.31709,47.67966
sewa,SEWA_N03_MGP1_AP19_OFF,-122.25092,47.68166
sewa,SEWA_N03_RVP1_AP19_OFF,-122.31107,47.67356
sewa,SEWA_N04_HFW1_AP19_OFF,-122.19162,47.70676
sewa,SEWA_N04_JBP1_AP19_OFF,-122.20347,47.69558
sewa,SEWA_N05_NRP1_AP19_OFF,-122.17332,47.68709
sewa,SEWA_N05_SVP1_AP19_OFF,-122.1512,47.70668
sewa,SEWA_N06_MBC1_AP19_OFF,-122.08887,47.70462
sewa,SEWA_N06_SWD1_AP19_OFF,-122.10423,47.71024
sewa,SEWA_N07_FRD1_AP19_OFF,-122.00757,47.75108
sewa,SEWA_N07_RHF1_AP19_OFF,-122.01735,47.74043
sewa,SEWA_N07_RWP1_AP19_OFF,-122.04349,47.7116
sewa,SEWA_N08_DOS1_AP19_OFF,-121.96749,47.74577
sewa,SEWA_S01_TMP1_AP19_OFF,-122.35082,47.56718
sewa,SEWA_S02_DWP1_AP19_OFF,-122.32024,47.53195
sewa,SEWA_S02_MSR1_AP19_OFF,-122.3086,47.54984
sewa,SEWA_S02_MWP1_AP19_OFF,-122.31937,47.56073
sewa,SEWA_S02_WDG1_AP19_OFF,-122.34569,47.54149
sewa,SEWA_S03_HCN1_AP19_OFF,-122.30736,47.51622
sewa,SEWA_S04_FGL1_AP19_OFF,-122.26262,47.48434
sewa,SEWA_S05_BRF1_AP19_OFF,-122.24035,47.47522
sewa,SEWA_S06_MPO1_AP19_OFF,-122.11053,47.44984
sewa,SEWA_S06_TCC1_AP19_OFF,-122.17861,47.46189
sewa,SEWA_S07_TRN1_AP19_OFF,-122.04184,47.42001
sewa,SEWA_S08_TMF1_AP19_OFF,-121.95002,47.42279
slmo,ARH1,-90.18738854,38.621244
slmo,BBP1,-90.34126305,38.58006563
slmo,BDP1,-90.48924112,38.53720401
slmo,BEN1,-90.22388015,38.59697939
slmo,CHP1,-90.2911289,38.61450368
slmo,EMG1,-90.43272272,38.54715005
slmo,FRP1,-90.30217478,38.58664867
slmo,HSU1,-90.22455908,38.6326735
slmo,KWP1,-90.42175221,38.58123684
slmo,LAF1,-90.21728638,38.61520224
slmo,LKL1,-90.21347216,38.62592288
slmo,MEP1,-90.20268284,38.62899876
slmo,MLP1,-90.48898934,38.54674932
slmo,OWP1,-90.50610209,38.56117112
slmo,PCP1,-90.20812835,38.66969432
slmo,PVC1,-90.42808626,38.55813053
slmo,RBP1,-90.38977366,38.55935426
slmo,RDP1,-90.31130169,38.57893024
slmo,RRC1,-90.32615255,38.57278362
slmo,RSP1,-90.60916799,38.51151351
slmo,RSP2,-90.60116095,38.50468203
slmo,SHC1,-90.35876638,38.59731061
slmo,SSP1,-90.46916378,38.55362032
slmo,SSP2,-90.46462347,38.55352202
slmo,SWP1,-90.36856431,38.57266424
slmo,TGP1,-90.25057869,38.60553864
slmo,TGP2,-90.26698191,38.60898646
slmo,TLP1,-90.29085948,38.60152345
slmo,TRC1,-90.5491939,38.5361324
slmo,TRC2,-90.56081439,38.52934722
slmo,TRC3,-90.5535059,38.51721104
slmo,TRP1,-90.23329599,38.61732552
slmo,UGP1,-90.44188088,38.55257646
slmo,WBC1,-90.38231937,38.57819861
slmo,WBS1,-90.53683269,38.54001754
slmo,WTP1,-90.58643621,38.52978836
slmo,WTP2,-90.57834278,38.51664636
slmo,WTP3,-90.58927722,38.51065499
tawa,B-TP,-122.5523396,47.25251065
tawa,G-CBP1,-122.4268266,47.18831902
tawa,G-CLP2,-122.5104948,47.24560424
tawa,G-FP1,-122.4800131,47.24660376
tawa,G-IP,-122.4630498,47.23565994
tawa,G-JP,-122.4897943,47.25735582
tawa,G-KP,-122.508394,47.26985488
tawa,G-OTP,-122.4768246,47.18791936
tawa,G-SB,-122.5299695,47.2982002
tawa,G-SERA,-122.4911899,47.20279106
tawa,G-SP,-122.4808199,47.21085216
tawa,G-TNC2,-122.4903011,47.2403511
tawa,G-VP,-122.5200163,47.27989233
tawa,G-WLP2,-122.4715401,47.17765031
tawa,G-WP2,-122.4584696,47.1983578
tawa,P-BLP,-122.2828362,47.16167334
tawa,P-CCP,-122.3202249,47.18142814
tawa,P-CUP,-122.4713203,47.27292925
tawa,P-DPV,-122.5443941,47.31742483
tawa,P-GP,-122.4574561,47.26989499
tawa,P-GW1,-122.410001,47.24797436
tawa,P-JCP,-122.5048876,47.28576687
tawa,P-LCC,-122.3943541,47.23295534
tawa,P-MCP,-122.4438745,47.25390274
tawa,P-MKP2,-122.4247164,47.23509146
tawa,P-OB,-122.5304582,47.31322937
tawa,P-OLT,-122.2727445,46.91261414
tawa,P-OV2,-122.3432769,46.87009737
tawa,P-PCNA1,-122.4853272,47.27641239
tawa,P-PDP,-122.5183507,47.30607047
tawa,P-RP,-122.5122539,47.29722634
tawa,P-RT,-122.3100545,47.20341368
tawa,P-RWSR,-122.268457,46.92563529
tawa,P-SCP1,-122.3966602,47.22197141
tawa,P-STP,-122.4917336,47.28534935
tawa,P-TE1,-122.2802985,46.92220075
tawa,P-TE2,-122.2795105,46.9221958
tawa,P-UCC,-122.3818244,47.22775932
tawa,P-UWT,-122.4401704,47.24287966
tawa,P-WBC,-122.3015628,47.17033767
tawa,P-WP,-122.4496319,47.26202909
tawa,P-WWP,-122.2766559,47.17279268
uril,UT10a-MA,-88.20546971,40.09240855
uril,UT11b-PN,-88.21532822,40.08608909
uril,UT12a-CW,-88.22222021,40.07466482
uril,UT13b-EX,-88.21003482,40.07794603
uril,UT14a-FF,-88.2280261,40.05577389
uril,UT15a-FP,-88.21439391,40.05330488
uril,UT16a-BC,-88.23091661,40.08087926
uril,UT17a-SW,-88.23006122,40.06593286
uril,UT17b-SW,-88.23618132,40.07172378
uril,UT18a-WT,-88.05145752,40.10526094
uril,UT19a-ND,-88.09011016,40.11364264
uril,UT1a-HL1,-87.98361994,40.07360318
uril,UT20b-EF,-88.19977362,40.07264716
uril,UT21a-PR,-88.18483592,40.12352338
uril,UT22a-CS,-88.19678742,40.12042741
uril,UT23a-BU,-88.21301337,40.12548396
uril,UT24a-MB,-88.174138,40.12723606
uril,UT25a-HH,-88.21110494,40.10126897
uril,UT26a-JH,-88.1502734,40.1207186
uril,UT27a-RB,-88.06967932,40.1187883
uril,UT28a-SH1,-88.05122878,40.08048717
uril,UT29a-SH2,-88.05004293,40.09338138
uril,UT2a-HL2,-87.99400998,40.06711777
uril,UT30b-AZ,-88.06551989,40.07032011
uril,UT31a-VM,-88.22343132,40.09384188
uril,UT32a-DB,-88.05840852,40.03438352
uril,UT33a-CR,-88.21628777,40.06157363
uril,UT34a-SY,-88.00823989,40.05081379
uril,UT3a-HL3,-87.99360403,40.05531884
uril,UT4a-HL4,-87.98130084,40.06155016
uril,UT5a-TW,-88.13921258,40.13019761
uril,UT6a-PT,-88.15136971,40.12935663
uril,UT7a-BR,-88.16631707,40.14551382
uril,UT8a-WL,-88.05126912,40.11436211
uril,UT9a-CO,-88.03580251,40.13828617
wide,ASP,-75.55676579,39.77226884
wide,BCP,-75.57910614,39.80055019
wide,BKP,-75.70729688,39.62260145
wide,BNP,-75.64679939,39.66584282
wide,BNP3,-75.59370945,39.71784486
wide,BRG,-75.67967055,39.64267904
wide,CBP2,-75.58111877,39.73569458
wide,CMP,-75.59246985,39.69568617
wide,CWP,-75.63557948,39.67806855
wide,DEC,-75.56047329,39.72260525
wide,FLW,-75.61494333,39.8227917
wide,FZS,-75.62025684,39.69752331
wide,GLP2,-75.73000578,39.61160361
wide,JSC,-75.57799801,39.81189933
wide,LMC,-75.56655944,39.79898131
wide,LMR2,-75.68255182,39.66190798
wide,MAR,-75.59103335,39.83201605
wide,MRP,-75.52690427,39.76853391
wide,RPL3,-75.68651985,39.63525036
wide,RPW,-75.57465122,39.72136462
wide,RVC,-75.53187382,39.75887043
wide,SBP,-75.73731559,39.59457307
wide,SLP,-75.51742989,39.76001693
wide,SMP,-75.67441014,39.6506387
wide,SSL2,-75.73916774,39.61870883
wide,SSL3,-75.72243677,39.62197668
wide,WBC,-75.55163871,39.75310181
wide,WIDE-A08-GLP1,-75.7065622,39.6133704
wide,WIN2,-75.59646186,39.80162457
