"Site","City","Long","Lat","Crs"
"01_T01","phaz2",-111.555294518739,33.5514712091694,"4326"
"02_T02","phaz2",-111.567687386778,33.5494880479288,"4326"
"03_T03","phaz2",-111.580407326238,33.5554414823248,"4326"
"04_T04","phaz2",-111.59117804894,33.5492880074351,"4326"
"05_T05","phaz2",-111.602115402442,33.5474721742455,"4326"
"06_T06","phaz2",-111.607875063682,33.5566480836227,"4326"
"07_T07","phaz2",-111.619675085937,33.5571909822003,"4326"
"1-01_AF14","phaz",-111.5989138,33.537521725,"4326"
"1-02_EME","phaz",-112.31010405,33.352568655,"4326"
"1-03_EMW","phaz",-112.37429855,33.30190943,"4326"
"1-04_J9","phaz",-112.5632023,33.707752465,"4326"
"1-05_MCS","phaz",-111.7188024,33.6444876,"4326"
"1-06_T21","phaz",-112.13771485,33.31043167,"4326"
"1-07_UMP","phaz",-111.606586,33.45378783,"4326"
"1-08_V9","phaz",-112.05078925,33.745192075,"4326"
"1-09_W19","phaz",-111.99989415,33.361047575,"4326"
"1-10_GOAT","phaz",-112.5082847,33.57163074,"4326"
"10_T10","phaz2",-111.652607559811,33.5486277822633,"4326"
"11_T11","phaz2",-111.662713082633,33.5453319556171,"4326"
"12_T12","phaz2",-111.670913852233,33.5389590798652,"4326"
"13_T13","phaz2",-111.667896002343,33.5293599655033,"4326"
"15_T15","phaz2",-111.684908844029,33.5142593587589,"4326"
"16_V01","phaz2",-111.87521820866,33.4367395644444,"4326"
"17_V02","phaz2",-111.891204155117,33.4364284759557,"4326"
"19_V04","phaz2",-111.916415759344,33.439181704935,"4326"
"2-01_AF19","phaz",-111.61901455,33.35784798,"4326"
"2-02_E12","phaz",-112.7776082,33.6235125,"4326"
"2-03_EMP","phaz",-112.37172195,33.36515965,"4326"
"2-04_I17","phaz",-112.57751885,33.440902175,"4326"
"2-05_MCN","phaz",-111.69472235,33.72471128,"4326"
"2-06_PWP","phaz",-112.01579785,33.56492955,"4326"
"2-07_SMW","phaz",-112.07949715,33.339722225,"4326"
"2-08_TONTO","phaz",-111.61088305,33.559651405,"4326"
"2-09_U13","phaz",-112.08329935,33.598358985,"4326"
"2-10_WTM","phaz",-112.49888315,33.606017665,"4326"
"20_V05","phaz2",-111.924317893331,33.429789893437,"4326"
"21_V06","phaz2",-111.946987728502,33.4354382073818,"4326"
"22_V07","phaz2",-111.958890993597,33.4352618755223,"4326"
"23_N01","phaz2",-111.981602525,33.4308009204684,"4326"
"24_N02","phaz2",-111.993323328921,33.4266023039908,"4326"
"25_N03","phaz2",-112.006821870434,33.423638343042,"4326"
"3-01_AC16","phaz",-111.71758765,33.48034069,"4326"
"3-02_AVE35","phaz",-112.1333857,33.410132405,"4326"
"3-03_DBG","phaz",-111.94307775,33.45592097,"4326"
"3-04_O17","phaz",-112.33967735,33.42151834,"4326"
"3-05_R10","phaz",-112.2019167,33.68898107,"4326"
"3-06_S9","phaz",-112.17958455,33.717427975,"4326"
"3-07_SME","phaz",-111.98630355,33.374771475,"4326"
"3-08_W18","phaz",-111.9998174,33.38548893,"4326"
"3-09_X12","phaz",-111.96211465,33.62957163,"4326"
"3-10_Y10","phaz",-111.918885,33.672831305,"4326"
"36_N07","phaz2",-112.14129357322,33.4101987633741,"4326"
"37_N08","phaz2",-112.152375096559,33.4083522881954,"4326"
"38_N09","phaz2",-112.165223841776,33.4078291233184,"4326"
"39_N10","phaz2",-112.177701206739,33.4008010283833,"4326"
"4-01_AB20","phaz",-111.77987505,33.33583214,"4326"
"4-02_AE19","phaz",-111.64999285,33.38122947,"4326"
"4-03_R13","phaz",-112.22269865,33.591828965,"4326"
"4-04_RIO","phaz",-112.0759879,33.42137934,"4326"
"4-05_S14","phaz",-112.17087825,33.551472095,"4326"
"4-06_V16","phaz",-112.0496774,33.47120972,"4326"
"4-07_ASUW","phaz",-112.16570545,33.607800045,"4326"
"4-08_Z20","phaz",-111.86338075,33.349891695,"4326"
"4-09_AA17","phaz",-111.8055104,33.454728595,"4326"
"4-10_AC19","phaz",-111.7054839,33.387420035,"4326"
"40_N11","phaz2",-112.190601382023,33.3982183700623,"4326"
"41_V15","phaz2",-112.223593541024,33.3910121782691,"4326"
"42_V16","phaz2",-112.24358396848,33.3898218184925,"4326"
"43_V17","phaz2",-112.257903874862,33.3896510221838,"4326"
"5-01_AD18","phaz",-111.67298475,33.387960665,"4326"
"5-02_AB18","phaz",-111.78038635,33.411232025,"4326"
"5-03_R14","phaz",-112.20268095,33.54972814,"4326"
"5-04_Y19","phaz",-111.911384,33.376699355,"4326"
"5-05_T14","phaz",-112.10641085,33.549811055,"4326"
"5-06_S16","phaz",-112.15612135,33.46972037,"4326"
"5-07_TYARD","phaz",-111.97650115,33.40930208,"4326"
"5-08_X18","phaz",-111.92719195,33.41843064,"4326"
"5-09_U17","phaz",-112.070917,33.453980665,"4326"
"5-10_V17","phaz",-112.03231215,33.43726132,"4326"
"A01-RES1","ioio",-91.6449005539428,41.8074195123336,"4326"
"A01-WMA1","ioio",-91.6517499187819,41.7988515984087,"4326"
"A01-WMA2","ioio",-91.6932693363237,41.8116476108622,"4326"
"A01-WMA3","ioio",-91.6744280635559,41.8140596264477,"4326"
"A02-FUH1","ioio",-91.6479287074797,41.7602312230862,"4326"
"A02-MET1","ioio",-91.6099576185788,41.7706216742359,"4326"
"A02-RES2","ioio",-91.6377804272713,41.7929175401394,"4326"
"A02-WMA4","ioio",-91.6598311390518,41.7754591275939,"4326"
"A03-CNA1","ioio",-91.591379349729,41.7447904495023,"4326"
"A03-JOY1","ioio",-91.6021808103719,41.7368799048537,"4326"
"A03-YSC1","ioio",-91.5966489092191,41.7226283336279,"4326"
"A04-AUB1","ioio",-91.5772724562278,41.7130491799818,"4326"
"A04-DOV1","ioio",-91.5557790378971,41.707870727543,"4326"
"A04-PEN1","ioio",-91.5598513872315,41.6744706352574,"4326"
"A04-WAT1","ioio",-91.5508699596626,41.6882579399184,"4326"
"A05-BEN1","ioio",-91.5483795867379,41.649919159131,"4326"
"A05-CRE1","ioio",-91.5078097008123,41.651157520755,"4326"
"A05-SAN1","ioio",-91.546149854872,41.6657506106448,"4326"
"A05-SHI1","ioio",-91.5293511262456,41.6802288120504,"4326"
"A06-SHP1","ioio",-91.5251081540104,41.6309693739369,"4326"
"A06-SYC1","ioio",-91.5034521709015,41.6276282540705,"4326"
"A06-SYC2","ioio",-91.5031791277514,41.6172484852949,"4326"
"A06-TTB1","ioio",-91.5278776268345,41.6195487343706,"4326"
"A07-CCG2","ioio",-91.5951814899471,41.6839009763363,"4326"
"A07-UIO1","ioio",-91.581429638866,41.6695178387294,"4326"
"A08-PET1","ioio",-91.5041891533539,41.7442485623562,"4326"
"A08-RES3","ioio",-91.5441178146137,41.7250706593635,"4326"
"A08-RES4","ioio",-91.5230175879391,41.7245784112604,"4326"
"A08-TCP1","ioio",-91.5170606074765,41.7424692835568,"4326"
"A09-HRP1","ioio",-91.5920722154441,41.6506695481084,"4326"
"A09-KEN1","ioio",-91.594030124474,41.6408017303644,"4326"
"A09-TOK1","ioio",-91.6085296925127,41.6399375591773,"4326"
"A09-WCP1","ioio",-91.5670220114633,41.6425407463312,"4326"
"A10-ACT1","ioio",-91.4979000094615,41.6822418036604,"4326"
"A10-GIL1","ioio",-91.4859714744918,41.6995176012961,"4326"
"A10-HHP1","ioio",-91.511051564443,41.6755983192307,"4326"
"A10-HPR1","ioio",-91.4886185141775,41.675899089503,"4326"
"ALP","jams",-90.2208022250819,32.2777086641565,"4326"
"ARH1","slmo",-90.18738927,38.621242,"4326"
"ASP","wide",-75.556767895,39.77226942,"4326"
"AUTX-C01-EML","autx",-97.83463,30.34375,"4326"
"AUTX-C01-WBP","autx",-97.8185675,30.313088,"4326"
"AUTX-C02-BOG","autx",-97.7122803941299,30.2700393238402,"4326"
"AUTX-C02-EAS","autx",-97.7312085697135,30.2899881732512,"4326"
"AUTX-C02-PEA","autx",-97.753561,30.284232,"4326"
"AUTX-C02-RBI","autx",-97.7867795,30.2909185,"4326"
"AUTX-C02-ROY","autx",-97.70617,30.24436,"4326"
"AUTX-C02-ZIL","autx",-97.77658,30.27233,"4326"
"AUTX-C03-HOR","autx",-97.65006,30.2151,"4326"
"AUTX-C03-MON","autx",-97.6904607592205,30.2315782386059,"4326"
"AUTX-C03-ONI","autx",-97.61216,30.19906,"4326"
"AUTX-H02-BLU","autx",-97.7477283234805,30.2328611462187,"4326"
"AUTX-WL1-DEL","autx",-97.7411499634177,30.2594000049509,"4326"
"AUTX-WL10-HIG","autx",-97.7135006372837,30.3351195756896,"4326"
"AUTX-WL8-WRI","autx",-97.7256979254841,30.3139302996624,"4326"
"AUTX-WL9-REI","autx",-97.718599468539,30.3270324673839,"4326"
"AUTX_BCG","autx",-97.78541,30.25653,"4326"
"AUTX_BRDP","autx",-97.6727506394813,30.2573503003616,"4326"
"AUTX_BRP","autx",-97.8435679984018,30.1660499447558,"4326"
"AUTX_CF","autx",-97.891559535,30.336878425,"4326"
"AUTX_CRWS","autx",-97.6949002638842,30.2472393078894,"4326"
"AUTX_DNP","autx",-97.7513118435638,30.2732306473738,"4326"
"AUTX_EBCGB","autx",-97.6829992184433,30.2623592709,"4326"
"AUTX_EW/FG","autx",-97.72793,30.24981,"4326"
"AUTX_MFBCP","autx",-97.7645798876361,30.281749993691,"4326"
"AUTX_SONP","autx",-97.8652417288962,30.1601917105863,"4326"
"AUTX_TNP","autx",-97.76015,30.29651,"4326"
"AUTX_WBCG","autx",-97.7584308046734,30.2564084360518,"4326"
"B-TP","tawa",-122.552319799911,47.2525103247301,"4326"
"BAP","jams",-90.2043116124504,32.2862698273592,"4326"
"BBP1","slmo",-90.341261525,38.580067815,"4326"
"BC_02","scut",-111.772585,40.6204,"4326"
"BC_03","scut",-111.76258,40.62304,"4326"
"BC_05","scut",-111.743818,40.6237585,"4326"
"BC_07","scut",-111.727215,40.63565,"4326"
"BC_08","scut",-111.714695,40.63243,"4326"
"BC_09","scut",-111.704775,40.63301,"4326"
"BC_10","scut",-111.693795,40.62894,"4326"
"BC_11","scut",-111.686925,40.62135,"4326"
"BC_12","scut",-111.67921,40.61111,"4326"
"BC_14","scut",-111.684595,40.64183,"4326"
"BC_15","scut",-111.67319,40.6436,"4326"
"BC_17","scut",-111.654915,40.65142,"4326"
"BC_18.2019","scut",-111.6508,40.63898,"4326"
"BC_20","scut",-111.65658,40.62589,"4326"
"BC_21","scut",-111.65268,40.61243,"4326"
"BC_24.2019","scut",-111.6336,40.65134,"4326"
"BC_25","scut",-111.6285,40.6601,"4326"
"BC_26","scut",-111.6381,40.6663,"4326"
"BC_26.2019","scut",-111.6584,40.6661,"4326"
"BC_28.2019","scut",-111.636605,40.63269,"4326"
"BC_30.2019","scut",-111.617315,40.63904,"4326"
"BC_31","scut",-111.6045,40.63029,"4326"
"BC_33.2019","scut",-111.61428,40.62191,"4326"
"BC_34","scut",-111.620685,40.61339,"4326"
"BC_36","scut",-111.591915,40.61649,"4326"
"BC_37.2019","scut",-111.583075,40.61271,"4326"
"BC_38.2019","scut",-111.5694,40.60884,"4326"
"BC_40","scut",-111.561125,40.59362,"4326"
"BC_40.2019","scut",-111.59771,40.5959,"4326"
"BC_41","scut",-111.584875,40.59626,"4326"
"BC_42.2019","scut",-111.58071,40.58248,"4326"
"BCP","wide",-75.5791080701468,39.8005500926035,"4326"
"BDL","boma",-71.1248984744169,42.202089416782,"4326"
"BDP1","slmo",-90.48924056,38.537202005,"4326"
"BEN1","slmo",-90.223880075,38.596979695,"4326"
"Berg","autx",-97.6701416820984,30.1724386473398,"4326"
"BGP","jams",-90.3464388263926,32.3291923473647,"4326"
"Big Cottonwood Regional Park Wetlands.2019","scut",-111.8621,40.6812,"4326"
"BKP","wide",-75.70729844,39.622600725,"4326"
"BNC","boma",-71.1002192712335,42.289650517265,"4326"
"BNP","wide",-75.646799695,39.66584141,"4326"
"BNP3","wide",-75.593709725,39.71784243,"4326"
"Bonneville Golf Course.2019","scut",-111.82601,40.74598,"4326"
"BOP","jams",-90.1518889729008,32.3357701056682,"4326"
"BRA","boma",-71.0698277779283,42.0882518225691,"4326"
"BRD1","boma",-71.1093922751029,42.0876096910186,"4326"
"BRD2","boma",-71.111020692618,42.1066922234885,"4326"
"BRG","wide",-75.679670275,39.64267952,"4326"
"BRP","jams",-90.1060192184749,32.2967682672947,"4326"
"BSU","boma",-70.9623807283904,41.9833821182317,"4326"
"C04-MBP1","chil",-87.57339236,41.713082495,"4326"
"C05-BEA1","chil",-87.587210955,41.65419939,"4326"
"C05-BMP1","chil",-87.575108465,41.69479103,"4326"
"C05-BMP2","chil",-87.564860535,41.68574785,"4326"
"C05-EGG1","chil",-87.526349715,41.68809962,"4326"
"C05-SPA1","chil",-87.5635187735111,41.6680991638574,"4326"
"C06-BEA2","chil",-87.58174007,41.64524823,"4326"
"C06-HMP1","chil",-87.569918355,41.65680892,"4326"
"CBP2","wide",-75.5811193826916,39.7356922923806,"4326"
"CC_02","scut",-111.874375,40.79792,"4326"
"CC_03","scut",-111.86768,40.80489,"4326"
"CC_05","scut",-111.84599,40.80946,"4326"
"CC_06.2019","scut",-111.834725,40.81452,"4326"
"CC_08","scut",-111.814775,40.81972,"4326"
"CC_09","scut",-111.80321,40.82426,"4326"
"CC_10","scut",-111.790595,40.82547,"4326"
"CC_13","scut",-111.7618,40.83016,"4326"
"CC_13.2019","scut",-111.7619,40.84031,"4326"
"CC_14.2019","scut",-111.7484,40.8336,"4326"
"CHP1","slmo",-90.29112945,38.61450184,"4326"
"CHS","jams",-90.1576384407298,32.3563687545677,"4326"
"CLN","jams",-90.3183413266526,32.3430288237577,"4326"
"CMP","wide",-75.592469925,39.695688085,"4326"
"Creekside Park.2019","scut",-111.848615,40.6656,"4326"
"Crestwood Park.2019","scut",-111.84112,40.61404,"4326"
"CRN","jams",-90.0994296005072,32.4744183311934,"4326"
"CWP","wide",-75.63557974,39.678069275,"4326"
"D02-BMT1","chil",-87.66977964,41.91433801,"4326"
"D02-HUP0","chil",-87.699049575,41.90585867,"4326"
"D02-JBS1","chil",-87.63999025,41.948891775,"4326"
"D02-MDU1","chil",-87.6330678,41.964781845,"4326"
"D02-MOP1","chil",-87.72430874,41.91858246,"4326"
"D02-RCP1","chil",-87.69329179,41.941092495,"4326"
"D02-SCP1","chil",-87.685898715,41.922969195,"4326"
"D03-AFP1","chil",-87.716529955,41.94666128,"4326"
"D03-AMP1","chil",-87.74820075,41.96850941,"4326"
"D03-CHP1","chil",-87.762349615,41.942459285,"4326"
"D03-GOM1","chil",-87.73063223,41.97527893,"4326"
"D03-HOR1","chil",-87.694739625,41.95758099,"4326"
"D03-NPV1","chil",-87.728340975,41.98593913,"4326"
"D03-STB1","chil",-87.66563959,41.96962033,"4326"
"D04-DNP1","chil",-87.784231635,41.96512976,"4326"
"D04-EDW0","chil",-87.76464115,41.990980035,"4326"
"D04-FGP1","chil",-87.754520245,41.977289725,"4326"
"D04-RDP1","chil",-87.785598065,41.98961184,"4326"
"D04-ROS0","chil",-87.68932021,41.98771967,"4326"
"D05-ADC2","chil",-87.7944913076227,42.0021490798886,"4326"
"D05-BRP1","chil",-87.807108345,42.009450025,"4326"
"D05-MIA1","chil",-87.79567162,42.024217525,"4326"
"D05-PRC1","chil",-87.83187795,42.02154006,"4326"
"D06-KCG1","chil",-87.853288045,42.07983026,"4326"
"D07-ASC0","chil",-87.886629745,42.059851815,"4326"
"D07-NOC1","chil",-87.87945243,42.09431896,"4326"
"D08-CCC1","chil",-87.92248118,42.15870211,"4326"
"D08-DAW0","chil",-87.893779445,42.12577956,"4326"
"D08-DAW2","chil",-87.901450615,42.135300925,"4326"
"D09-CLG0","chil",-87.9176407,42.1876588425,"4326"
"D09-RYW1","chil",-87.90419241,42.17759095,"4326"
"D09-VTC1","chil",-87.92926855,42.20377767,"4326"
"D10-CAN0","chil",-87.93847881,42.240070945,"4326"
"D10-MAC1","chil",-87.927530055,42.25476222,"4326"
"D10-VHC1","chil",-87.947357865,42.222651495,"4326"
"DAN","boma",-71.1615491530386,42.3172298755805,"4326"
"DC_01","scut",-111.830185,40.78442,"4326"
"DC_03.2019","scut",-111.819905,40.78883,"4326"
"DD_01","scut",-111.826023,40.5585815,"4326"
"DD_05.2019","scut",-111.84958,40.56102,"4326"
"DD_06.2019","scut",-111.8599,40.56486,"4326"
"DD_07.2019","scut",-111.8706,40.5692,"4326"
"DEC","wide",-75.560471645,39.722607625,"4326"
"E01-CHE1","deco",-104.968210043487,39.734520023982,"4326"
"E01-CON1","deco",-104.955120085521,39.729289901417,"4326"
"E01-CPE1","deco",-104.941224815372,39.7507502115259,"4326"
"E01-CPW1","deco",-104.959019784239,39.7458098323653,"4326"
"E01-SGP1","deco",-104.992714980999,39.7306100653814,"4326"
"E02-FTP1","deco",-104.899495218588,39.7521902185833,"4326"
"E02-LIN1","deco",-104.93172018665,39.7336098078715,"4326"
"E02-MCN1","deco",-104.899109789991,39.7439501470191,"4326"
"E02-MON1","deco",-104.908720053905,39.7345299875541,"4326"
"E02-VER1","deco",-104.890795020518,39.7347498217072,"4326"
"E03-CWP1","deco",-104.826524813125,39.7543199829314,"4326"
"E03-DMP1","deco",-104.848109708366,39.7230900952024,"4326"
"E03-GEN1","deco",-104.846114718382,39.7422398399124,"4326"
"E03-SAC1","deco",-104.840384743322,39.756459944281,"4326"
"E03-SPG1","deco",-104.859515162262,39.7434701713888,"4326"
"E04-APM1","deco",-104.798300165402,39.726989819269,"4326"
"E04-SCR1","deco",-104.772024737612,39.7350198087373,"4326"
"E04-SKE1","deco",-104.794799976383,39.7442200125468,"4326"
"E04-SKW1","deco",-104.802580195484,39.7528300505366,"4326"
"E04-TER1","deco",-104.768480108389,39.7481302264256,"4326"
"EM_01","scut",-111.801075,40.75114,"4326"
"EM_02","scut",-111.747385,40.7453,"4326"
"EM_03","scut",-111.7771,40.76467,"4326"
"EM_04","scut",-111.7537,40.7694,"4326"
"EM_05","scut",-111.74829,40.77681,"4326"
"EM_08","scut",-111.700885,40.80789,"4326"
"EMG1","slmo",-90.43272136,38.547150025,"4326"
"EVR","boma",-71.1642421428874,42.3397198733284,"4326"
"FLW","wide",-75.614941665,39.82279085,"4326"
"FOP","jams",-90.1778191595394,32.3410410026528,"4326"
"FRP","jams",-90.1210980170237,32.4132414376649,"4326"
"FRP1","slmo",-90.30217239,38.586649335,"4326"
"FVW","boma",-71.1404892314212,42.2448312798647,"4326"
"FZS","wide",-75.62025842,39.697521655,"4326"
"G-AGC","tawa",-122.468976672692,47.2412419901917,"4326"
"G-CBP1","tawa",-122.426813297825,47.1883195115232,"4326"
"G-CLP2","tawa",-122.510497402995,47.2456021175329,"4326"
"G-FP1","tawa",-122.480006559116,47.2466018815504,"4326"
"G-JP","tawa",-122.489797129778,47.2573579108666,"4326"
"G-KP","tawa",-122.508396990338,47.2698524410995,"4326"
"G-OTP","tawa",-122.476812282637,47.1879196798031,"4326"
"G-SB","tawa",-122.529984771068,47.2982000976046,"4326"
"G-SERA","tawa",-122.491194949807,47.2027905301801,"4326"
"G-SP","tawa",-122.480809953375,47.2108510777451,"4326"
"G-TNC2","tawa",-122.49030053374,47.2403505519323,"4326"
"G-VP","tawa",-122.520008167873,47.2798911631145,"4326"
"G-WLP2","tawa",-122.471520056727,47.1776501540309,"4326"
