"Site","City","Long","Lat","Crs"
"POOR-W13-BLP","poor",-122.875001307213,45.555769922334,"4326"
"POOR-W14-PSF","poor",-122.893000435653,45.5574091545026,"4326"
"PVC1","slmo",-90.42808813,38.558130265,"4326"
"R02-DPG1","chil",-87.699699035,41.860369585,"4326"
"R02-FRP1","chil",-87.73276076,41.861678055,"4326"
"R02-HRF1","chil",-87.7135300899258,41.8687904935946,"4326"
"R03-AUP1","chil",-87.768978825,41.88766128,"4326"
"R03-CPG1","chil",-87.7721379,41.875661185,"4326"
"R03-EUC1","chil",-87.791827685,41.865731715,"4326"
"R03-MAP1","chil",-87.803780445,41.867868025,"4326"
"R04-MMW0","chil",-87.83207053,41.852801685,"4326"
"R04-MMW3","chil",-87.827630985,41.863561265,"4326"
"R04-SCH1","chil",-87.84842025,41.855679255,"4326"
"R05-FMG1","chil",-87.91280219,41.848240305,"4326"
"R05-GOC1","chil",-87.88292811,41.85757777,"4326"
"R05-MTC1","chil",-87.91060879,41.86915912,"4326"
"R05-STP1","chil",-87.869370565,41.883261325,"4326"
"R06-OTB1","chil",-87.977798365,41.85248188,"4326"
"R06-SLT2","chil",-87.956780135,41.87464811,"4326"
"R06-YOW1","chil",-87.933120715,41.85870766,"4326"
"R07-FSP1","chil",-88.02228216,41.85090874,"4326"
"R07-GOF1","chil",-88.041948245,41.86589905,"4326"
"R07-MMP1","chil",-88.002961105,41.87405926,"4326"
"R07-YHR1","chil",-87.989721675,41.865789065,"4326"
"R08-DAP1","chil",-88.07916778,41.875150505,"4326"
"R08-PAP1","chil",-88.059040315,41.85618055,"4326"
"R08-VLG1","chil",-88.07091139,41.8521778,"4326"
"R08-WBK1","chil",-88.061358115,41.84175898,"4326"
"R09-BLW1","chil",-88.14724131,41.86309156,"4326"
"R09-CTG0","chil",-88.162129615,41.850142465,"4326"
"R09-LIM0","chil",-88.12305794,41.87106222,"4326"
"R09-SMI1","chil",-88.11233997,41.85279979,"4326"
"R10-FRM1","chil",-88.2632103,41.81899987,"4326"
"R10-FRM2","chil",-88.254557915,41.83329908,"4326"
"R10-WCP0","chil",-88.22999135,41.88948809,"4326"
"R10-WDW0","chil",-88.192222395,41.86593068,"4326"
"RB_01","scut",-111.814925,40.77648,"4326"
"RB_06.2019","scut",-111.7837,40.80763,"4326"
"RB_08","scut",-111.78238,40.79116,"4326"
"RB_09","scut",-111.77441,40.79879,"4326"
"RB_10","scut",-111.765115,40.80407,"4326"
"RBP1","slmo",-90.38977183,38.55935213,"4326"
"RCNY-C01-SNP1","rony",-77.6195592279255,43.2131787157168,"4326"
"RCNY-C01-TPP1","rony",-77.6145497568415,43.2451683676495,"4326"
"RCNY-C01-TPP2","rony",-77.6178877912805,43.2281613158477,"4326"
"RCNY-C02-MWP1","rony",-77.6288907342202,43.1819894286389,"4326"
"RCNY-C02-SNP2","rony",-77.6200379774769,43.2004703105542,"4326"
"RCNY-L01-BBP1","rony",-77.7142013658281,43.3024504079265,"4326"
"RCNY-L01-RWA1","rony",-77.713858123354,43.2894016150082,"4326"
"RCNY-L02- BPP1","rony",-77.6898993824456,43.2822280346579,"4326"
"RCNY-L03-BRP1","rony",-77.6431896488936,43.2577280698592,"4326"
"RCNY-L03-GWS1","rony",-77.6346575338327,43.2615413979521,"4326"
"RCNY-L03-OBP1","rony",-77.6110016660468,43.2604623637633,"4326"
"RCNY-L04-DEB1","rony",-77.5772079035479,43.2428616320648,"4326"
"RCNY-L04-DEP1","rony",-77.5719401245537,43.2333487067273,"4326"
"RCNY-L04-DEP2","rony",-77.5541184192307,43.2338385194027,"4326"
"RCNY-S01-BSP1","rony",-77.623548376257,43.1600506618888,"4326"
"RCNY-S01-GGP1","rony",-77.6088217144614,43.1487713752727,"4326"
"RCNY-S01-HFP1","rony",-77.6132186014995,43.1629895705021,"4326"
"RCNY-S01-HLP1","rony",-77.6084192648237,43.1279810818563,"4326"
"RCNY-S01-MHC1","rony",-77.6167518633057,43.1349075422076,"4326"
"RCNY-S02-GVP1","rony",-77.6351181139753,43.1184579050023,"4326"
"RCNY-S02-GVP2","rony",-77.6603619560558,43.1094085927855,"4326"
"RCNY-S03-BDP1","rony",-77.7094375671977,43.0779103085139,"4326"
"RCNY-S03-RIT1","rony",-77.6854790435068,43.0811785105769,"4326"
"RCNY-S03-RIT2","rony",-77.666821874283,43.0903488690423,"4326"
"RDP1","slmo",-90.311300845,38.57893012,"4326"
"RPL3","wide",-75.686519925,39.63525018,"4326"
"RPW","wide",-75.57465061,39.72136231,"4326"
"RRC1","slmo",-90.326151275,38.57278181,"4326"
"RSP1","slmo",-90.609168995,38.511511755,"4326"
"RSP2","slmo",-90.601160475,38.504681015,"4326"
"RVC","wide",-75.53187191,39.758870215,"4326"
"S02-BNS1","chil",-87.59306963,41.81198996,"4326"
"S02-BRI1","chil",-87.697960305,41.829109,"4326"
"S02-MCP1","chil",-87.67616914,41.82610198,"4326"
"S02-PIP1","chil",-87.73000226,41.83325231,"4326"
"S02-PLP1","chil",-87.64874986,41.844078835,"4326"
"S02-TNW1","chil",-87.60065846,41.823899075,"4326"
"S03-JKP2","chil",-87.58010849,41.78574118,"4326"
"S03-LCP1","chil",-87.75085768,41.81401833,"4326"
"S03-PSP1","chil",-87.73172989,41.78803905,"4326"
"S03-VIP1","chil",-87.74781945,41.802418795,"4326"
"S03-WAP1","chil",-87.71888914,41.81169237,"4326"
"S04-HAP1","chil",-87.77935213,41.78033235,"4326"
"S04-OTW1","chil",-87.803737515,41.81511897,"4326"
"S04-SSP1","chil",-87.797328255,41.799317505,"4326"
"S05-LNC1","chil",-87.844730665,41.742748005,"4326"
"S05-RES1","chil",-87.82363233,41.761359465,"4326"
"S05-SFP0","chil",-87.8589880575,41.7588524225,"4326"
"S06-CBW0","chil",-87.892521455,41.728798855,"4326"
"S07-ARG1","chil",-87.970528655,41.718889075,"4326"
"S07-ARG2","chil",-87.980630725,41.70899189,"4326"
"S07-WGL0","chil",-87.943808,41.70102011,"4326"
"S08-WGL1","chil",-87.999148535,41.69378906,"4326"
"S08-WGL3","chil",-87.9590199278717,41.7045600505955,"4326"
"S09-KTP1","chil",-88.033808855,41.67824085,"4326"
"S09-SMC1","chil",-88.012641225,41.657017975,"4326"
"S09-VTW0","chil",-88.059878335,41.670811075,"4326"
"S10-ILC1","chil",-88.069300235,41.63776182,"4326"
"S10-LEW1","chil",-88.077101205,41.59939135,"4326"
"S10-LPC1","chil",-88.048167555,41.59157815,"4326"
"S10-LPP0","chil",-88.07212777,41.58289157,"4326"
"SBP","wide",-75.737317795,39.594571535,"4326"
"SEWA_N01_DSP1_AP19_OFF","sewa",-122.41941,47.6598,"4326"
"SEWA_N01_LTP1_AP19_OFF","sewa",-122.39369,47.65483,"4326"
"SEWA_N01_LWP1_AP19_OFF","sewa",-122.343985,47.66776,"4326"
"SEWA_N01_PGP1_AP19_OFF","sewa",-122.357305,47.55922,"4326"
"SEWA_N02_DRP1_AP19_OFF","sewa",-122.3603,47.64354,"4326"
"SEWA_N02_PHN1_AP19_OFF","sewa",-122.359,47.672,"4326"
"SEWA_N02_WCP1_AP19_OFF","sewa",-122.33718,47.52452,"4326"
"SEWA_N03_BGP1_AP19_OFF","sewa",-122.28341,47.66681,"4326"
"SEWA_N03_MGP1_AP19_OFF","sewa",-122.25091,47.68166,"4326"
"SEWA_N03_RVP1_AP19_OFF","sewa",-122.311085,47.67356,"4326"
"SEWA_N04_HFW1_AP19_OFF","sewa",-122.19161,47.70676,"4326"
"SEWA_N04_JBP1_AP19_OFF","sewa",-122.203485,47.69558,"4326"
"SEWA_N05_NRP1_AP19_OFF","sewa",-122.17331,47.68709,"4326"
"SEWA_N05_SVP1_AP19_OFF","sewa",-122.1512,47.70668,"4326"
"SEWA_N06_MBC1_AP19_OFF","sewa",-122.088885,47.70462,"4326"
"SEWA_N06_SWD1_AP19_OFF","sewa",-122.104215,47.71024,"4326"
"SEWA_N07_FRD1_AP19_OFF","sewa",-122.007585,47.75108,"4326"
"SEWA_N07_RHF1_AP19_OFF","sewa",-122.017325,47.74043,"4326"
"SEWA_N07_RWP1_AP19_OFF","sewa",-122.043495,47.7116,"4326"
"SEWA_N08_DOS1_AP19_OFF","sewa",-121.967495,47.74577,"4326"
"SEWA_S01_TMP1_AP19_OFF","sewa",-122.35081,47.56718,"4326"
"SEWA_S02_DWP1_AP19_OFF","sewa",-122.32022,47.53195,"4326"
"SEWA_S02_MSR1_AP19_OFF","sewa",-122.3086,47.54984,"4326"
"SEWA_S02_MWP1_AP19_OFF","sewa",-122.319385,47.56073,"4326"
"SEWA_S02_WDG1_AP19_OFF","sewa",-122.345695,47.54149,"4326"
"SEWA_S03_HCN1_AP19_OFF","sewa",-122.30738,47.51622,"4326"
"SEWA_S04_FGL1_AP19_OFF","sewa",-122.26261,47.48434,"4326"
"SEWA_S05_BRF1_AP19_OFF","sewa",-122.240375,47.47522,"4326"
"SEWA_S06_MPO1_AP19_OFF","sewa",-122.110515,47.44984,"4326"
"SEWA_S06_TCC1_AP19_OFF","sewa",-122.178605,47.46189,"4326"
"SEWA_S07_TRN1_AP19_OFF","sewa",-122.04182,47.42001,"4326"
"SEWA_S08_TMF1_AP19_OFF","sewa",-121.95001,47.42279,"4326"
"SHC1","slmo",-90.35876819,38.597310305,"4326"
"SLP","wide",-75.517429945,39.760018465,"4326"
"SMP","wide",-75.67441007,39.65063935,"4326"
"SOP","jams",-89.9717493396351,32.2625901928436,"4326"
"Spring Gulch","scut",-111.8434,40.7849,"4326"
"SRN","boma",-71.1238201651618,42.269641223173,"4326"
"SSL2","wide",-75.73916887,39.618709415,"4326"
"SSL3","wide",-75.7224383867811,39.6219783410821,"4326"
"SSP1","slmo",-90.46916189,38.55362016,"4326"
"SSP2","slmo",-60.781089898072,5.51741505596845,"4326"
"STN","boma",-71.0695021322751,42.0707487012797,"4326"
"STR","boma",-70.8953712982905,41.9721782881435,"4326"
"Sunnyside Park.2019","scut",-111.839395,40.75171,"4326"
"SWP1","slmo",-90.368562155,38.57266212,"4326"
"TGP1","slmo",-90.250579345,38.60553932,"4326"
"TGP2","slmo",-90.266980955,38.60898823,"4326"
"TKR","boma",-70.9466996949314,42.0012116386382,"4326"
"TLP1","slmo",-90.29085974,38.601521725,"4326"
"TON","jams",-90.1645886009126,32.4038604226549,"4326"
"TOP","jams",-90.1617779301254,32.3948705901936,"4326"
"TRC1","slmo",-90.54919195,38.5361312,"4326"
"TRC2","slmo",-90.560812195,38.52934861,"4326"
"TRC3","slmo",-90.55350795,38.51721052,"4326"
"TWR","jams",-90.0866706605372,32.4996387551913,"4326"
"UGP1","slmo",-90.44188044,38.55257823,"4326"
"Upper Hell Canyon","scut",-111.8897,40.8029,"4326"
"UT10a-MA","uril",-88.2054698531699,40.0924092736889,"4326"
"UT11a-PN","uril",-88.2157086427686,40.0876183490452,"4326"
"UT13b-EX","uril",-88.2100324123731,40.0779480133149,"4326"
"UT14a-FF","uril",-88.2280280499671,40.0557719455239,"4326"
"UT15a-FP","uril",-88.2143919541325,40.0533024414984,"4326"
"UT16a-BC","uril",-88.2309183028578,40.0808796300841,"4326"
"UT17b-SW","uril",-88.2361806614171,40.071721888653,"4326"
"UT18a-WT","uril",-88.0514587602545,40.105260468776,"4326"
"UT19a-ND","uril",-88.0901100792187,40.1136413196452,"4326"
"UT1a-HL1","uril",-87.9836199715244,40.0736015881353,"4326"
"UT20a-EF","uril",-88.1981006107639,40.0655485413685,"4326"
"UT21a-PR","uril",-88.1848379601375,40.1235216885745,"4326"
"UT22a-CS","uril",-88.1967887110374,40.1204287068123,"4326"
"UT23a-BU","uril",-88.2130116864468,40.1254819784141,"4326"
"UT24a-MB","uril",-88.1741390001565,40.1272380276574,"4326"
"UT25a-HH","uril",-88.2111024712601,40.1012694847297,"4326"
"UT26a-JH","uril",-88.1502717011514,40.1207193004245,"4326"
"UT27a-RB","uril",-88.069679661715,40.1187891484079,"4326"
"UT28a-SH1","uril",-88.0512293907963,40.0804885872068,"4326"
"UT29a-SH2","uril",-88.0500414651393,40.0933806903573,"4326"
"UT2a-HL2","uril",-87.9940099883789,40.0671188849844,"4326"
"UT30b-AZ","uril",-88.0655199464449,40.0703200527049,"4326"
"UT31a-VM","uril",-88.2234306577053,40.0938409407951,"4326"
"UT32a-DB","uril",-88.0584092593807,40.0343817614891,"4326"
"UT33a-CR","uril",-88.2162888871255,40.0615718130269,"4326"
"UT34a-SY","uril",-88.008239946558,40.0508118938844,"4326"
"UT3a-HL3","uril",-87.9936020157213,40.0553194220983,"4326"
"UT4a-HL4","uril",-87.9813004207708,40.0615500789572,"4326"
"UT5a-TW","uril",-88.139211288731,40.1301988073401,"4326"
"UT6a-PT","uril",-88.1513698536821,40.1293583149573,"4326"
"UT7a-BR","uril",-88.1663185352286,40.145511909637,"4326"
"UT8a-WL","uril",-88.0512695612365,40.1143610560894,"4326"
"UT9a-CO","uril",-88.0358012547233,40.1382880859626,"4326"
"VAP","jams",-90.2470881464285,32.3194002108304,"4326"
"W01-BAR1","deco",-105.027400105202,39.7229098433823,"4326"
"W01-GCP1","deco",-105.01629015771,39.7468998382148,"4326"
"W01-GFP3","inin",-86.1488895200676,39.7354101403524,"4326"
"W01-HCC1","inin",-86.1604113861042,39.7353423166192,"4326"
"W01-LIP1","deco",-105.004494805868,39.7366598659609,"4326"
"W01-MAR1","deco",-105.041209903558,39.7305698514863,"4326"
"W01-SLP1","deco",-105.040300034257,39.7442700263586,"4326"
"W01-WRG1","inin",-86.1704716370203,39.7391580634151,"4326"
"W02-CHP1","deco",-105.098090046588,39.7569101235783,"4326"
"W02-CRS2","inin",-86.1886104521141,39.7766308655299,"4326"
"W02-EMP1","inin",-86.1745185949889,39.786179207384,"4326"
"W02-HOL1","deco",-105.097585055797,39.7288899262337,"4326"
"W02-IZO3","inin",-86.1761106825978,39.7675689590104,"4326"
"W02-MOR1","deco",-105.087024835973,39.7459301088508,"4326"
"W02-SUN1","deco",-105.115009952847,39.7336899187448,"4326"
"W02-WBP1","deco",-105.060820164817,39.7433899091412,"4326"
"W03-CHC1","inin",-86.180671149983,39.8272706516907,"4326"
"W03-CPP1","deco",-105.139704863888,39.7561198807959,"4326"
"W03-DAN1","deco",-105.14150980905,39.7369500929615,"4326"
"W03-GRA1","deco",-105.12638983896,39.751729981092,"4326"
"W03-MEL1","inin",-86.2050989535438,39.8183016840405,"4326"
"W03-MGP1","deco",-105.16341993973,39.7600100007676,"4326"
"W03-RGC1","inin",-86.1983093681814,39.8107280773268,"4326"
"W04-APE1","deco",-105.219199777364,39.7193199755964,"4326"
"W04-BHC2","inin",-86.2244596001706,39.8682998392716,"4326"
"W04-JSP1","inin",-86.1872119627481,39.8659209701116,"4326"
"W04-PVP1","deco",-105.172420169171,39.7368802212333,"4326"
"W04-ROW1","inin",-86.2101815974981,39.8794682759974,"4326"
"W04-STM1","deco",-105.183804871588,39.7434899995511,"4326"
"W04-WES1","deco",-105.18548974008,39.7298198819841,"4326"
"W04-WPC1","inin",-86.2061924266949,39.8551688389637,"4326"
"W04-WSP1","deco",-105.242184994063,39.7531898006762,"4326"
"W05-CPE1","inin",-86.2073414558073,39.9164995531615,"4326"
"W05-IHS1","inin",-86.2153178552876,39.8989699089792,"4326"
"W06-CNP1","inin",-86.2585195003622,39.9475595911236,"4326"
"W06-LRF1","inin",-86.2469620473658,39.9595081976217,"4326"
"W06-UHS1","inin",-86.210299723238,39.9527700091259,"4326"
"W07-INA1","inin",-86.2555875202103,39.9860299520425,"4326"
"W07-UES2","inin",-86.2452492088459,40.000951676174,"4326"
"W07-WAF1","inin",-86.2353511541362,40.0108579303515,"4326"
"W08-NST3","inin",-86.244441508734,40.0408422803552,"4326"
"W08-ROS1","inin",-86.2852519044236,40.0445810558767,"4326"
"Wasatch Hollow","scut",-111.8413,40.7373,"4326"
"WBC","wide",-75.551639355,39.753100905,"4326"
"WBC1","slmo",-90.382319685,38.578199305,"4326"
"WBS1","slmo",-90.536831345,38.54001877,"4326"
"WEP","jams",-90.2793415711629,32.3102709770534,"4326"
"WF_01","scut",-111.84081,40.6339,"4326"
"WF_02.2019","scut",-111.85998,40.63282,"4326"
"WF_03.2019","scut",-111.86189,40.6572,"4326"
"WIDE-A08-GLP1","wide",-75.7065611,39.6133702,"4326"
"WIN2","wide",-75.59646093,39.801622285,"4326"
"WOP","jams",-90.114808953113,32.4387977108128,"4326"
"WTP1","slmo",-90.586438105,38.52978918,"4326"
"WTP2","slmo",-90.57834139,38.51664818,"4326"
"WTP3","slmo",-90.58927861,38.510652495,"4326"
"ALIB","ahga",-83.4040147836465,33.9447177895793,"4326"
"CSHS","ahga",-83.328467649795,33.9187433622935,"4326"
"ARPT","ahga",-83.3391438786554,33.9464910581604,"4326"
"BARN","ahga",-83.4040816540554,33.9567077407602,"4326"
"BZOO","ahga",-83.3882387619001,33.9271732479297,"4326"
"BHVN","ahga",-83.4172185941841,33.9506620824398,"4326"
"BBPK","ahga",-83.4377138722348,33.9572720702871,"4326"
"BWDT","ahga",-83.3896134405544,33.9283727473793,"4326"
"BIHP","ahga",-83.4139083939313,33.9636920105276,"4326"
"CVMD","ahga",-83.3506947285137,33.9208003427081,"4326"
"UGDF","ahga",-83.25251121086,33.9133132885348,"4326"
"DCKR","ahga",-83.3897795358542,33.9370249214305,"4326"
"DUDP","ahga",-83.3675465470971,33.9556310911785,"4326"
"DXBH","ahga",-83.4323297617621,33.9479119364995,"4326"
"HALP","ahga",-83.3842913543462,33.9512324665747,"4326"
"HALP2","ahga",-83.3843806247527,33.9513299129019,"4326"
"FIRE","ahga",-83.4156889073143,33.96275546358,"4326"
"UGLH","ahga",-83.3754652315305,33.9240574521405,"4326"
"LDFN","ahga",-83.2651997233868,33.9338541508502,"4326"
"LDFS","ahga",-83.2644076708218,33.9215073093398,"4326"
"MBRD","ahga",-83.4491145800291,33.9473535719184,"4326"
"NDA1","ahga",-83.4839721878708,33.9496389933332,"4326"
"NDA2","ahga",-83.4823727600873,33.9523038841746,"4326"
"NOWR","ahga",-83.3588273929293,33.9415711721484,"4326"
"RDIO","ahga",-83.4559629355125,33.9631751091109,"4326"
"RHDR","ahga",-83.4168996737836,33.9397680549694,"4326"
"UGRC","ahga",-83.3605415637947,33.929997680614,"4326"
"STPK","ahga",-83.3230930575331,33.9422509860127,"4326"
"STPK2","ahga",-83.3230399028694,33.9430814792015,"4326"
"SEPK","ahga",-83.3037243421448,33.9240145950798,"4326"
"UGACF","ahga",-83.2459456411941,33.8943094094773,"4326"
"WARN","ahga",-83.3735466458711,33.9437765674551,"4326"
"WSBS","ahga",-83.4599626765208,33.9378688598209,"4326"
"BLCP","buny",-78.9052368496491,43.1835667648248,"4326"
"CLP","buny",-78.6530283612709,42.8892638041662,"4326"
"DP","buny",-78.8672603290066,42.9303407160601,"4326"
"CRCP-N","buny",-78.7566004206394,42.7174484056835,"4326"
"CRCP-S","buny",-78.7489670579427,42.7007519075882,"4326"
"HCC","buny",-78.7944001578569,42.7463009297597,"4326"
"HPGCN","buny",-79.011499618535,43.1125498744977,"4326"
"OCP","buny",-78.9059830921647,43.0987673456792,"4326"
"PDFP","buny",-78.8336803304152,42.7804008438567,"4326"
"RJRFP","buny",-78.8529699373417,42.8647212836543,"4326"
"RWNP","buny",-78.7190002656417,42.8841190167602,"4326"
"SBNHP","buny",-78.8163830075205,42.8654022619657,"4326"
"SPOPC","buny",-78.8350826128022,42.8292519221038,"4326"
"TNP","buny",-78.8603499480088,42.8534683854997,"4326"
"VMP","buny",-78.9065001708877,43.0091181298945,"4326"
"WBSP","buny",-78.8533300484481,42.7933013950288,"4326"
"StMC","buny",-78.9646896855758,43.0322790623823,"4326"
"NTA","buny",-78.8727329786579,43.0597494272138,"4326"
"SPGC","buny",-23.8666276469142,26.7463464016712,"4326"
